mandt,periv,bdatj,bumon,butag,poper,reljr,operation_flag,is_deleted,recordstamp
800,UL,2008,10,31,052,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2003,10,31,052,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1997,10,31,052,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2009,10,31,052,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2001,10,31,052,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2007,10,31,052,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1995,10,31,053,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2005,10,31,053,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2000,10,31,053,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,2006,10,31,053,0,L,False,2021-12-23 14:58:49.850096+00:00
800,UL,1994,10,31,053,0,L,False,2021-12-23 14:58:49.850096+00:00
100,V3,,10,31,007,0,I,False,2022-04-21 15:05:23.395339+00:00
000,V3,,10,31,007,0,L,False,2022-01-31 20:43:46.193534+00:00
001,V3,,10,31,007,0,L,False,2022-01-31 20:43:46.193534+00:00
050,V3,,10,31,007,0,L,False,2022-01-31 20:43:46.193534+00:00
100,V3,,10,31,007,0,L,False,2022-01-31 20:43:46.193534+00:00
200,V3,,10,31,007,0,L,False,2022-01-31 20:43:46.193534+00:00
250,V3,,10,31,007,0,L,False,2022-01-31 20:43:46.193534+00:00
800,V3,0000,10,31,007,0,L,False,2021-12-23 14:58:49.850096+00:00
100,V6,,10,31,004,0,I,False,2022-04-21 15:05:23.395339+00:00
000,V6,,10,31,004,0,L,False,2022-01-31 20:43:46.193534+00:00
001,V6,,10,31,004,0,L,False,2022-01-31 20:43:46.193534+00:00
050,V6,,10,31,004,0,L,False,2022-01-31 20:43:46.193534+00:00
100,V6,,10,31,004,0,L,False,2022-01-31 20:43:46.193534+00:00
200,V6,,10,31,004,0,L,False,2022-01-31 20:43:46.193534+00:00
250,V6,,10,31,004,0,L,False,2022-01-31 20:43:46.193534+00:00
800,V6,0000,10,31,004,0,L,False,2021-12-23 14:58:49.850096+00:00
100,V9,,10,31,001,+1,I,False,2022-04-21 15:05:23.395339+00:00
000,V9,,10,31,001,+1,L,False,2022-01-31 20:43:46.193534+00:00
001,V9,,10,31,001,+1,L,False,2022-01-31 20:43:46.193534+00:00
050,V9,,10,31,001,+1,L,False,2022-01-31 20:43:46.193534+00:00
100,V9,,10,31,001,+1,L,False,2022-01-31 20:43:46.193534+00:00
200,V9,,10,31,001,+1,L,False,2022-01-31 20:43:46.193534+00:00
250,V9,,10,31,001,+1,L,False,2022-01-31 20:43:46.193534+00:00
800,V9,0000,10,31,001,+1,L,False,2021-12-23 14:58:49.850096+00:00
100,WK,1992,10,04,040,0,I,False,2022-04-21 15:05:23.395339+00:00
100,WK,1991,10,06,040,0,I,False,2022-04-21 15:05:23.395339+00:00
100,WK,1992,10,11,041,0,I,False,2022-04-21 15:05:23.395339+00:00
100,WK,1991,10,13,041,0,I,False,2022-04-21 15:05:23.395339+00:00
100,WK,1992,10,18,042,0,I,False,2022-04-21 15:05:23.395339+00:00
100,WK,1991,10,20,042,0,I,False,2022-04-21 15:05:23.395339+00:00
100,WK,1992,10,25,043,0,I,False,2022-04-21 15:05:23.395339+00:00
100,WK,1991,10,27,043,0,I,False,2022-04-21 15:05:23.395339+00:00
000,WK,1992,10,04,040,0,L,False,2022-01-31 20:43:46.193534+00:00
001,WK,1992,10,04,040,0,L,False,2022-01-31 20:43:46.193534+00:00
050,WK,1992,10,04,040,0,L,False,2022-01-31 20:43:46.193534+00:00
100,WK,1992,10,04,040,0,L,False,2022-01-31 20:43:46.193534+00:00
200,WK,1992,10,04,040,0,L,False,2022-01-31 20:43:46.193534+00:00
250,WK,1992,10,04,040,0,L,False,2022-01-31 20:43:46.193534+00:00
000,WK,1991,10,06,040,0,L,False,2022-01-31 20:43:46.193534+00:00
001,WK,1991,10,06,040,0,L,False,2022-01-31 20:43:46.193534+00:00
050,WK,1991,10,06,040,0,L,False,2022-01-31 20:43:46.193534+00:00
100,WK,1991,10,06,040,0,L,False,2022-01-31 20:43:46.193534+00:00
200,WK,1991,10,06,040,0,L,False,2022-01-31 20:43:46.193534+00:00
250,WK,1991,10,06,040,0,L,False,2022-01-31 20:43:46.193534+00:00
000,WK,1992,10,11,041,0,L,False,2022-01-31 20:43:46.193534+00:00
001,WK,1992,10,11,041,0,L,False,2022-01-31 20:43:46.193534+00:00
050,WK,1992,10,11,041,0,L,False,2022-01-31 20:43:46.193534+00:00
100,WK,1992,10,11,041,0,L,False,2022-01-31 20:43:46.193534+00:00
200,WK,1992,10,11,041,0,L,False,2022-01-31 20:43:46.193534+00:00
250,WK,1992,10,11,041,0,L,False,2022-01-31 20:43:46.193534+00:00
000,WK,1991,10,13,041,0,L,False,2022-01-31 20:43:46.193534+00:00
001,WK,1991,10,13,041,0,L,False,2022-01-31 20:43:46.193534+00:00
050,WK,1991,10,13,041,0,L,False,2022-01-31 20:43:46.193534+00:00
100,WK,1991,10,13,041,0,L,False,2022-01-31 20:43:46.193534+00:00
200,WK,1991,10,13,041,0,L,False,2022-01-31 20:43:46.193534+00:00
250,WK,1991,10,13,041,0,L,False,2022-01-31 20:43:46.193534+00:00
000,WK,1992,10,18,042,0,L,False,2022-01-31 20:43:46.193534+00:00
001,WK,1992,10,18,042,0,L,False,2022-01-31 20:43:46.193534+00:00
050,WK,1992,10,18,042,0,L,False,2022-01-31 20:43:46.193534+00:00
100,WK,1992,10,18,042,0,L,False,2022-01-31 20:43:46.193534+00:00
200,WK,1992,10,18,042,0,L,False,2022-01-31 20:43:46.193534+00:00
250,WK,1992,10,18,042,0,L,False,2022-01-31 20:43:46.193534+00:00
000,WK,1991,10,20,042,0,L,False,2022-01-31 20:43:46.193534+00:00
001,WK,1991,10,20,042,0,L,False,2022-01-31 20:43:46.193534+00:00
050,WK,1991,10,20,042,0,L,False,2022-01-31 20:43:46.193534+00:00
100,WK,1991,10,20,042,0,L,False,2022-01-31 20:43:46.193534+00:00
200,WK,1991,10,20,042,0,L,False,2022-01-31 20:43:46.193534+00:00
250,WK,1991,10,20,042,0,L,False,2022-01-31 20:43:46.193534+00:00
000,WK,1992,10,25,043,0,L,False,2022-01-31 20:43:46.193534+00:00
001,WK,1992,10,25,043,0,L,False,2022-01-31 20:43:46.193534+00:00
050,WK,1992,10,25,043,0,L,False,2022-01-31 20:43:46.193534+00:00
100,WK,1992,10,25,043,0,L,False,2022-01-31 20:43:46.193534+00:00
200,WK,1992,10,25,043,0,L,False,2022-01-31 20:43:46.193534+00:00
250,WK,1992,10,25,043,0,L,False,2022-01-31 20:43:46.193534+00:00
000,WK,1991,10,27,043,0,L,False,2022-01-31 20:43:46.193534+00:00
001,WK,1991,10,27,043,0,L,False,2022-01-31 20:43:46.193534+00:00
050,WK,1991,10,27,043,0,L,False,2022-01-31 20:43:46.193534+00:00
100,WK,1991,10,27,043,0,L,False,2022-01-31 20:43:46.193534+00:00
200,WK,1991,10,27,043,0,L,False,2022-01-31 20:43:46.193534+00:00
250,WK,1991,10,27,043,0,L,False,2022-01-31 20:43:46.193534+00:00
800,WK,1999,10,02,040,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1998,10,03,040,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1994,10,04,040,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1993,10,04,040,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1995,10,04,040,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1997,10,04,040,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1992,10,04,040,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1991,10,06,040,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1999,10,09,041,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1998,10,10,041,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1997,10,11,041,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1994,10,11,041,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1992,10,11,041,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1995,10,11,041,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1993,10,11,041,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1991,10,13,041,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1999,10,16,042,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1998,10,17,042,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1993,10,18,042,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1995,10,18,042,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1994,10,18,042,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1992,10,18,042,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1997,10,18,042,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1991,10,20,042,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1999,10,23,043,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1998,10,24,043,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1993,10,25,043,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1992,10,25,043,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1997,10,25,043,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1994,10,25,043,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1995,10,25,043,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1991,10,27,043,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1999,10,30,044,0,L,False,2021-12-23 14:58:49.850096+00:00
800,WK,1998,10,31,044,0,L,False,2021-12-23 14:58:49.850096+00:00
000,Z9,2007,10,31,010,0,L,False,2022-01-31 20:43:46.193534+00:00
000,Z9,2008,10,31,001,+1,L,False,2022-01-31 20:43:46.193534+00:00
000,Z9,2009,10,31,001,+1,L,False,2022-01-31 20:43:46.193534+00:00
000,Z9,2010,10,31,001,+1,L,False,2022-01-31 20:43:46.193534+00:00
000,Z9,2011,10,31,001,+1,L,False,2022-01-31 20:43:46.193534+00:00
800,PS,0000,11,30,005,+1,L,False,2021-12-23 14:58:49.850096+00:00
100,24,,11,15,021,0,I,False,2022-04-21 15:05:23.395339+00:00
100,24,,11,30,022,0,I,False,2022-04-21 15:05:23.395339+00:00
000,24,,11,15,021,0,L,False,2022-01-31 20:43:46.193534+00:00
001,24,,11,15,021,0,L,False,2022-01-31 20:43:46.193534+00:00
050,24,,11,15,021,0,L,False,2022-01-31 20:43:46.193534+00:00
100,24,,11,15,021,0,L,False,2022-01-31 20:43:46.193534+00:00
200,24,,11,15,021,0,L,False,2022-01-31 20:43:46.193534+00:00
250,24,,11,15,021,0,L,False,2022-01-31 20:43:46.193534+00:00
000,24,,11,30,022,0,L,False,2022-01-31 20:43:46.193534+00:00
001,24,,11,30,022,0,L,False,2022-01-31 20:43:46.193534+00:00
050,24,,11,30,022,0,L,False,2022-01-31 20:43:46.193534+00:00
100,24,,11,30,022,0,L,False,2022-01-31 20:43:46.193534+00:00
200,24,,11,30,022,0,L,False,2022-01-31 20:43:46.193534+00:00
250,24,,11,30,022,0,L,False,2022-01-31 20:43:46.193534+00:00
800,24,0000,11,15,021,0,L,False,2021-12-23 14:58:49.850096+00:00
800,24,0000,11,30,022,0,L,False,2021-12-23 14:58:49.850096+00:00
800,AA,1997,11,30,002,+1,L,False,2021-12-23 14:58:49.850096+00:00
800,AA,1998,11,30,002,+1,L,False,2021-12-23 14:58:49.850096+00:00
800,AA,1996,11,30,011,0,L,False,2021-12-23 14:58:49.850096+00:00
800,AM,1995,11,30,002,+1,L,False,2021-12-23 14:58:49.850096+00:00
800,AM,1997,11,30,002,+1,L,False,2021-12-23 14:58:49.850096+00:00
800,AM,1996,11,30,002,+1,L,False,2021-12-23 14:58:49.850096+00:00
800,AM,1994,11,30,002,+1,L,False,2021-12-23 14:58:49.850096+00:00
800,AM,1998,11,30,002,+1,L,False,2021-12-23 14:58:49.850096+00:00
800,AM,1993,11,30,002,+1,L,False,2021-12-23 14:58:49.850096+00:00
800,AM,1992,11,30,011,0,L,False,2021-12-23 14:58:49.850096+00:00
100,DL,,11,01,306,0,I,False,2022-04-21 15:05:23.395339+00:00
100,DL,,11,02,307,0,I,False,2022-04-21 15:05:23.395339+00:00
100,DL,,11,03,308,0,I,False,2022-04-21 15:05:23.395339+00:00
100,DL,,11,04,309,0,I,False,2022-04-21 15:05:23.395339+00:00
100,DL,,11,05,310,0,I,False,2022-04-21 15:05:23.395339+00:00
100,DL,,11,06,311,0,I,False,2022-04-21 15:05:23.395339+00:00
100,DL,,11,07,312,0,I,False,2022-04-21 15:05:23.395339+00:00
100,DL,,11,08,313,0,I,False,2022-04-21 15:05:23.395339+00:00
100,DL,,11,09,314,0,I,False,2022-04-21 15:05:23.395339+00:00
100,DL,,11,10,315,0,I,False,2022-04-21 15:05:23.395339+00:00
100,DL,,11,11,316,0,I,False,2022-04-21 15:05:23.395339+00:00
100,DL,,11,12,317,0,I,False,2022-04-21 15:05:23.395339+00:00
100,DL,,11,13,318,0,I,False,2022-04-21 15:05:23.395339+00:00
100,DL,,11,14,319,0,I,False,2022-04-21 15:05:23.395339+00:00
100,DL,,11,15,320,0,I,False,2022-04-21 15:05:23.395339+00:00
100,DL,,11,16,321,0,I,False,2022-04-21 15:05:23.395339+00:00
100,DL,,11,17,322,0,I,False,2022-04-21 15:05:23.395339+00:00
100,DL,,11,18,323,0,I,False,2022-04-21 15:05:23.395339+00:00
100,DL,,11,19,324,0,I,False,2022-04-21 15:05:23.395339+00:00
100,DL,,11,20,325,0,I,False,2022-04-21 15:05:23.395339+00:00
100,DL,,11,21,326,0,I,False,2022-04-21 15:05:23.395339+00:00
100,DL,,11,22,327,0,I,False,2022-04-21 15:05:23.395339+00:00
100,DL,,11,23,328,0,I,False,2022-04-21 15:05:23.395339+00:00
100,DL,,11,24,329,0,I,False,2022-04-21 15:05:23.395339+00:00
100,DL,,11,25,330,0,I,False,2022-04-21 15:05:23.395339+00:00
100,DL,,11,26,331,0,I,False,2022-04-21 15:05:23.395339+00:00
100,DL,,11,27,332,0,I,False,2022-04-21 15:05:23.395339+00:00
100,DL,,11,28,333,0,I,False,2022-04-21 15:05:23.395339+00:00
100,DL,,11,29,334,0,I,False,2022-04-21 15:05:23.395339+00:00
100,DL,,11,30,335,0,I,False,2022-04-21 15:05:23.395339+00:00
000,DL,,11,01,306,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,11,01,306,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,11,01,306,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,11,01,306,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,11,01,306,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,11,01,306,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,11,02,307,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,11,02,307,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,11,02,307,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,11,02,307,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,11,02,307,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,11,02,307,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,11,03,308,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,11,03,308,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,11,03,308,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,11,03,308,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,11,03,308,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,11,03,308,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,11,04,309,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,11,04,309,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,11,04,309,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,11,04,309,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,11,04,309,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,11,04,309,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,11,05,310,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,11,05,310,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,11,05,310,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,11,05,310,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,11,05,310,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,11,05,310,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,11,06,311,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,11,06,311,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,11,06,311,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,11,06,311,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,11,06,311,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,11,06,311,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,11,07,312,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,11,07,312,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,11,07,312,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,11,07,312,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,11,07,312,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,11,07,312,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,11,08,313,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,11,08,313,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,11,08,313,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,11,08,313,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,11,08,313,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,11,08,313,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,11,09,314,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,11,09,314,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,11,09,314,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,11,09,314,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,11,09,314,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,11,09,314,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,11,10,315,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,11,10,315,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,11,10,315,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,11,10,315,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,11,10,315,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,11,10,315,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,11,11,316,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,11,11,316,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,11,11,316,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,11,11,316,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,11,11,316,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,11,11,316,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,11,12,317,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,11,12,317,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,11,12,317,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,11,12,317,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,11,12,317,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,11,12,317,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,11,13,318,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,11,13,318,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,11,13,318,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,11,13,318,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,11,13,318,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,11,13,318,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,11,14,319,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,11,14,319,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,11,14,319,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,11,14,319,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,11,14,319,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,11,14,319,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,11,15,320,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,11,15,320,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,11,15,320,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,11,15,320,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,11,15,320,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,11,15,320,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,11,16,321,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,11,16,321,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,11,16,321,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,11,16,321,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,11,16,321,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,11,16,321,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,11,17,322,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,11,17,322,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,11,17,322,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,11,17,322,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,11,17,322,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,11,17,322,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,11,18,323,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,11,18,323,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,11,18,323,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,11,18,323,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,11,18,323,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,11,18,323,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,11,19,324,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,11,19,324,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,11,19,324,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,11,19,324,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,11,19,324,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,11,19,324,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,11,20,325,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,11,20,325,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,11,20,325,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,11,20,325,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,11,20,325,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,11,20,325,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,11,21,326,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,11,21,326,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,11,21,326,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,11,21,326,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,11,21,326,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,11,21,326,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,11,22,327,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,11,22,327,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,11,22,327,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,11,22,327,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,11,22,327,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,11,22,327,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,11,23,328,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,11,23,328,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,11,23,328,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,11,23,328,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,11,23,328,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,11,23,328,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,11,24,329,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,11,24,329,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,11,24,329,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,11,24,329,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,11,24,329,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,11,24,329,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,11,25,330,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,11,25,330,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,11,25,330,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,11,25,330,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,11,25,330,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,11,25,330,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,11,26,331,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,11,26,331,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,11,26,331,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,11,26,331,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,11,26,331,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,11,26,331,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,11,27,332,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,11,27,332,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,11,27,332,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,11,27,332,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,11,27,332,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,11,27,332,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,11,28,333,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,11,28,333,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,11,28,333,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,11,28,333,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,11,28,333,0,L,False,2022-01-31 20:43:46.193534+00:00
250,DL,,11,28,333,0,L,False,2022-01-31 20:43:46.193534+00:00
000,DL,,11,29,334,0,L,False,2022-01-31 20:43:46.193534+00:00
001,DL,,11,29,334,0,L,False,2022-01-31 20:43:46.193534+00:00
050,DL,,11,29,334,0,L,False,2022-01-31 20:43:46.193534+00:00
100,DL,,11,29,334,0,L,False,2022-01-31 20:43:46.193534+00:00
200,DL,,11,29,334,0,L,False,2022-01-31 20:43:46.193534+00:00
